Url,NGO Name,Popular Name,Year of Establishment,GuideStar URL,Full Time Staff,Full Time Volunteers,Brief description,Annual Expenditure (Rs in lacs),Year for Annual Expenditure,Impact,Profile pic,Organisation Website,Email,Telephone/ Mobile number,Correspondence  Address,Cause(s),Nature of Intervention,Beneficairies,Focus,Area of Operation: State,PAN
https://www.givingtuesdayindia.org/ngo-detail/16931,SANGLI MISSION SOCIETY,SMS,1993,https://guidestarindia.org/Summary.aspx?CCReg=7414 ,575,10,"Sangli Mission Society, established in 1990, carries out various programs and projects with the purpose of lasting improvements and sustainable development of the disadvantaged and marginalized sections ofsociety in Maharashtra mainly in four districts; Sangli, Kolhapur, Sindhudurg and Ratnagiri.It has engaged in various activities like special education and vocational rehabilitation of Persons with Disabilities (PWDs), Promotion of Child Rights, Community Based Rehabilitation (CBR), Community Development, Women Empowerment, Health Care, Counseling, Advocacy, Promotion of Micro Insurance, Environmental Protection, Promotion of Sustainable Agriculture and Livelihood.",,,,,http://sanglimissionsociety.org,smssocialaction@gmail.com,91-9420678618,"Flat No. 201 & 202,,
Sri Sri Villa, Raman Mala, Kolhapur    Kolhapur, 
Kolhapur, Maharashtra  416003","Children, Disabled, Education, Environment, Healthcare, Livelihoods, Women, Advocacy","Advocacy & Campaigning, Support, Network, Direct service","Physically Challenged, Chronically Ill, Children, Orphans, Elderly, Plants, Girl Child, Adolescents, Street Children, Disaster Affected, HIV+, Adults, Students, Teachers, Juvenile, Patients, Rural Poor, Youth, Mentally Challenged, Women",Rural & Urban,Maharashtra,AACTS5007K
https://www.givingtuesdayindia.org/ngo-detail/37690,Sankalp,Sankalp - The Open School & The Learning Centre,2000,https://guidestarindia.org/Summary.aspx?CCReg=239 ,,,,,,,,,admin.sankalp@gmail.com,91-9841273228,"Sankalp - The Open School, Plot No - 1587,
6th Avenue, Near Vijaya Maruthi, Anna Nagar West    Chennai, 
Chennai, Tamil Nadu  600040","Children, Education",Direct service,"Children, Students",Urban,Tamil NaduTamil Nadu,AABTS8271Q
https://www.givingtuesdayindia.org/ngo-detail/10870,SANKALP JYOTI,SJ,1993,https://guidestarindia.org/Summary.aspx?CCReg=3005 ,4,226,"Sankalp Jyoti is Bihar based registered not profit organization. We are working in Patna,Gaya,Jehanabd, Shekhpura & Nawada district of Bihar. Our focus area is Women empowerment, Education, Health, Skill Development Training to youth,Disaster etc. We are serving about 2500 people right now with the support of Nabard, Central Social welfare Board, DRDA, Canara Bank etc",,,,,http://sankalpjyoti.org,sankalpjyoti23@gmail.com,91-9304832180,"ASHOK NAGAR, ROAD NO.-1, LAST, KANKARBAGH,
    Patna, 
KANKARBAGH, Bihar  800020","Education, Emergency Relief, Healthcare, Livelihoods, Women, Youth","Direct service, Network, Support, Advocacy & Campaigning, Grant-making","Accident Victims, Adolescents, Adults, Artisans, Artists, Beggars, Children, Construction Workers, Dalits, Disaster Affected, Displaced Persons, Domestic Workers, Elderly, Factory Workers, Farmers / Farm Labourers, Girl Child, Homeless, Mentally Challenged, Migrants, Physically Challenged, Plants, Rickshawallahs / Drivers, Rural Poor, Scavengers (human), Slum Dwellers, Street Children, Students, Teachers, Urban poor, Volunteers, Women, Youth, NGOs",Rural & Urban,Bihar,AAAAJ3140M
https://www.givingtuesdayindia.org/ngo-detail/7282,Sankalp Rehabilitation Trust,,1995,https://guidestarindia.org/Summary.aspx?CCReg=1127 ,,,"Sankalp Rehabilitation Trust was founded in 1995 to minimize the spread of blood-borne viruses including HIV/AIDS and Hepatitis C, provide medical and psychological support for injecting drug users (IDUs), and rehabilitate and reintegrate drug users into society.  Since our inception, we have provided services to over 15,000 individuals  in and around Mumbai.",,,,,http://sankalptrust.org/,sankalp.trust@gmail.com,,"1st Floor, S.S. Bengali Municipal School,
Thakurdwar Rd, Charni Road (E)    Mumbai City, 
Mumbai, Maharashtra  400002",Healthcare,"Direct service, Advocacy & Campaigning","HIV+, Homeless, Migrants, Prisoners, Urban poor",Urban,Maharashtra,AAAJS0017P
https://www.givingtuesdayindia.org/ngo-detail/6021,Sanskriti Samvardhan Mandal,Sanskruti Samvardhan Mandal,,https://guidestarindia.org/Summary.aspx?CCReg=454 ,250,5,"Sanskriti Samvardhan Mandal is a village based voluntary organization est. with a view to educate and empower the deprived rural people. SSM is working for rural development through activities like Education, Health, Women & Child Welfare and Natural Resource Development.SSM runs one of the largest residential schools in India imparting education to 4000 children. Till date, we have served more than one lakh needy people",180670360,FY 2018-19,"SSM says it runs one of the largest residential schools in India, imparting education to 4,000 children. Till date, it has served more than one lakh needy people.
It mentions it has been felicitated by President of India for outstanding contribution in child welfare. Also receiveing awards for welfare of downtrodden, Best Village Knowledge Centre, six times awarded in science exhibition of NCERT, production of non-conventional energy, afforestation and environment protection.",https://www.givingtuesdayindia.org/civicrm/file/imagefile?id=1269&eid=6021&fcs=66ec175ee6fc71a924652cd9c95665448c208d580bb46227ecc5050e0e78d864_1575213465_168#,http://www.ssmandal.net,admin@ssmandal.net,,"Sanskriti Samvardhan Mandal, Shardanagar, Sagroli Taluka Biloli District Nanded 431731 Maharasht,
    Nanded, 
Sagroli, Maharashtra  431731","Children, Education, Healthcare, Women",Direct service,"Adolescents, Adults, Animals / Birds, Children, Dalits, Disaster Affected, Farmers / Farm Labourers, Girl Child, Homeless, Migrants, Orphans, Rural Poor, Sportspersons, Students, Teachers, Tribals, Women, Youth",Rural,Maharashtra,AAOTS7671K
https://www.givingtuesdayindia.org/ngo-detail/8173,Saraswati Sevabhavi Sanstha,SSSB,1998,https://guidestarindia.org/Summary.aspx?CCReg=1592 ,15,24,"Saraswati Sevabhavi Sanstha is a Voluntary Organization registered under Indian Societies Registration Act of 1860 and Bombay Public Trust Act of 1950. It has been registered under Reneval Foreign Contribution Regulation Act 1976 and also got certification of 80G by Income Tax Department.Established in 1998, especially for socio-economic upliftment of rural deprived families from Beed district. A group of young and enthusiastic youths desired to bring positive change in livelihood of rural poor, formed the organization and started developmental activities in Majalgaon block of the district. The work of organization is now spread over Marathawadaregions of Maharashtra, especially Beed,Jalna, Aurangabad ,Parbhani and Latur districts and emerging as state level organization in last few years.
Saraswati Sevabhavi Sanstha, Bhatwadgaon trusts in self-reliance and pertain efforts to facilitating the community for sustainable livelihood. It is committed to improved quality of life of the rural poor and with a broad vision of social justice and equality. It mainly engaged inactivities for women empowerment, agriculture for economic development, natural resource management for eco-restoration, sanitation and personal hygiene for good community health and human resource development for good governance and civic society.
Participatory approach in decision making and decentralized rights to community is key principle of the organization. It believes that community participation with decentralized rights to poorest of poor leads to significant dynamics in rural life. It provides handholding support to community to upgrading their skills and capacities and offer opportunity for its application in different ongoingprogrammes.
SSSB has been implementing few major projects in the fields of watershed, agriculture and health with external financial support. In addition, it has also carried out a variety of activities and programmes for children, women, youth, farmers and other weaker sections of the rural population with the help of its own resources and also through mobilization of people in several villages.
Now, the SSSB has presence of its works in more than 82 villages across 4 Talukas of Beed district. This has been made possible due to participation of and contributions from the beneficiary communities and efforts of the entire project team of the SSSB. Currently, the SSSB has 15 full-time staff; 23 part-time activists and 35 volunteers working.
The organization acts as facilitating and co-ordinating agency and extends Government efforts effectively and efficiently for betterment of community.",,,"1.Drought Relief And Support 15 Villages
2.Water & Soil Conservation Prog Implement 3 Villages
3.Livelihood Activity onging 17 SHGs",,,saraswati53@rediffmail.com,91-7588177369,"No. 1, Saraswati Sevabhavi Sanstha, At.Bhatwadgaon,
Tq.& Post.Majalgaon    Beed, 
Majalgaon, Maharashtra  431131","Children, Community Development, Healthcare, Livelihoods, Women, Youth, Emergency Relief, Civic Issues","Advocacy & Campaigning, Support, Network, Direct service","Construction Workers, Children, Girl Child, Rural Poor, Animals / Birds, Youth, Migrants, Women, Factory Workers, Farmers / Farm Labourers",Rural,Maharashtra,AAFTS2704Q
https://www.givingtuesdayindia.org/ngo-detail/16260,Sarathi Foundation For Environment,Sarathi Foundation,2012,https://guidestarindia.org/Summary.aspx?CCReg=7002 ,,,"Sarathi Foundation for Environment is an NGO which is working towards the upliftment & Welfare of Underprivileged Children, Women or Elderly People. Sarathi Foundation is a ray of hope for this targeted group. It is founded by a group of professionals and entrepreneurs with a common objective of propagating welfare of the underprivileged in the society. However, our special emphasis is the welfare of slum children, handicapped, elderly people and destitute. Helping the underprivileged children at various shelter homes habited in Gwalior (M.P.) by supporting them in their education and by providing them the necessary exposure required for their all-round development. Our foundation is totally committed to social up being.",,,,,http://sarathifoundation.org.in/,sarthifoundation.ngo@gmail.com,91-9425780118,"Street No. oneGuda Ki Puliya Kampoo,
Lashkar Gwalior    Gwalior, 
Gwalior, Madhya Pradesh  474001","Children, Disabled, Education, Elderly, Environment, Women","Direct service, Support","Adults, Children, Mentally Challenged, Physically Challenged, Slum Dwellers, Students, Women, Youth",Rural,Madhya Pradesh,AAOTS9479F
https://www.givingtuesdayindia.org/ngo-detail/38303,SARISKA SEVA SANSTHAN,,2010,https://guidestarindia.org/Summary.aspx?CCReg=10843 ,20,100,"OUR SOCIETY DO SOCIAL WORK. OUR SOCIETY IS REGISTER ALL INDIA LEVEL. WE WORK IN GAU SHALA, OLDAGE HOME, HELP DISABLED PERSON, SKILL TRAINING PROGRAMME, WOMAN EMPOWERMENT,SELF HELF GROUP HEALTH, EDUCATION,ENVIRONMENT,WATER AND SOIL AND DO MUCH MORE SOCIAL WORK. WE HAVE ALSO 12A & 80G REGISTRATION.",,,,,,sariskasevasansthan@gmail.com,91-8058575004,"119 - PARIVHAN NAGAR,
SURYAMANNA KA NAGAR ROAD,    Alwar, 
ALWAR, Rajasthan  301001","Disabled, Education, Environment, Healthcare, Livelihoods","Intermediary, Advocacy & Campaigning, Support, Network, Direct service, Grant-making","Urban poor, Physically Challenged, Accident Victims, Policemen, Construction Workers, Children, Homeless, Armed Forces, Elderly, Plants, Freedom Fighters, Animal Lovers, War victims, Legal Workers, Street Children, Medical Practioners, Displaced Persons, Disaster Affected, HIV+, Adults, Students, Ethnic Groups, Teachers, Juvenile, Patients, Rural Poor, Animals / Birds, Youth, NGOs, Tribals, Mentally Challenged, Women, Healthcare Workers, Blood Donors, Factory Workers, Farmers / Farm Labourers",Rural & Urban,,AAUAS2348L
https://www.givingtuesdayindia.org/ngo-detail/37700,Sarthak Foundation,,2010,https://guidestarindia.org/Summary.aspx?CCReg=8781 ,14,6,"Sarthak Foundation startedwith teaching six children under a tree shade and in the last three and a half years have been able to touch the lives of more than 600 children with five centers in U.P. We work for improving the quality of life of children living in slums. Our After School model handles issues that children face at school level, home front and also focuses on children who do not go to schools. We set up centers within the hearts of the slums and conduct classes six days a week for the children. We teach them English, Mathematics, General Awareness and Etiquette. We also conduct sports,arts and cultural classes for them. We also get non-school going children admitted to mainstream schools.",,,,,http://www.sarthakfoundation.org,social@sarthakfoundation.org,91-9839561301,"129-Manas Enclave,
Faridi Nagar, Near Munshi Pulia    Lucknow, 
Lucknow, Uttar Pradesh  226015","Children, Education, Sports",Direct service,"Urban poor, Children, Girl Child, Street Children, Rural Poor, Beggars, Migrants, Slum Dwellers",Rural & Urban,Delhi,AAAJS4992D
https://www.givingtuesdayindia.org/ngo-detail/38178,Sasakawa-India Leprosy Foundation,S-ILF,2006,https://guidestarindia.org/Summary.aspx?CCReg=10673 ,20,6,"Sasakawa-India Leprosy Foundation works for mainstreaming persons affected by leprosy and their families through socio-economic empowerment, thereby fighting stigma and restoring dignity. 
Our area of focus are:
• Providing technical support and micro grants for setting up micro enterprises for self-employment
• Providing access to vocational training and higher education
• Empowering leprosy affected people to access government welfare schemes.
• Raising awareness about leprosy among all sections of society to fight the fight the stigma
• Engaging with opinion and policy makers for their rights and inclusion.
In the last 11 years since inception, we have impacted the lives of 6000 leprosy affected people directly.",,,"1. Livelihood:S-ILF has worked on a total of 285 livelihood projects in 18 states across the country, thereby positively impacting more than 2,359 leprosy affected families directly.
2. Education: It has given scholarships to 65 students for nursing and 49 students to pursue higher studies and 654 youth for entry-level skill training. Of these, more than 360 have found employment. Also, provided tuition support to 25 children as part of our pilot project last year.
3. Awareness & Advocacy:
Empowerment workshop was taken up as a pilot project in 33 colonies in 15 districts in MP, Odisha, Karnataka and West Bengal. Over the last two years, we have reached out to 1,513 families. Applications from these colonies have been submitted to MP/MLA and local authorities for housing, road, electricity, toilets, drinking water, BPL card, ration card, social security schemes and are in different stages of approval.
We have also reached out to 8,300 young adults (in schools & colleges), corporate houses, conducted training for vocational trainers, coordinated a show on Leprosy: Myths, cure, treatment & care in Doordarshan’s Health Show series, and public through awareness programmes.",,,workingmagic@silf.in,"91-11-24603439, 91-11-24603440","IETE Building (2nd Floor), 2 Institutional Area,,
Lodhi Road    South Delhi, 
New Delhi, Delhi  110003","Education, Healthcare, Livelihoods","Advocacy & Campaigning, Direct service, Grant-making","Urban poor, Physically Challenged, Children, Adolescents, Adults, Rural Poor, Beggars, Youth, Slum Dwellers, Women",Rural & Urban,All India,AAGTS3369C
