,frca
15315,Available
15316,Not Available
15317,Not Available
15318,Not Available
15319,Not Available
15320,Available
15321,Not Available
15322,Not Available
15323,Available
15324,Not Available
15325,Available
15326,Available
15327,Not Available
15328,Available
15329,Not Available
15330,Available
15331,Available
15332,Not Available
15333,Not Available
15334,Available
15335,Available
15336,Available
15337,Not Available
15338,Available
15339,Available
15340,Available
15341,Not Available
15342,Available
15343,Available
15344,Available
15345,Available
15346,Not Available
15347,Not Available
15348,Not Available
15349,Available
15350,Available
15351,Not Available
15352,Not Available
15353,Not Available
15354,Not Available
15355,Not Available
15356,Available
15357,Available
15358,Not Available
15359,Not Available
15360,Not Available
15361,Not Available
15362,Not Available
15363,Available
15364,Not Available
15365,Not Available
15366,Available
15367,Not Available
15368,Not Available
15369,Not Available
15370,Not Available
15371,Not Available
15372,Not Available
15373,Not Available
15374,Not Available
15375,Not Available
15376,094440007
15377,095440055
15378,Not Available
15379,Available
15380,Available
15381,Available
15382,Available
15383,Available
15384,Not Available
15385,Available
15386,Not Available
15387,Not Available
15388,Not Available
15389,075840058
15390,075900860
15391,Not Available
15392,Available
15393,Not Available
15394,Not Available
15395,Available
15396,Not Available
15397,Not Available
15398,Not Available
15399,Available
15400,Available
15401,Available
15402,Available
15403,Not Available
15404,Not Available
15405,Not Available
15406,Available
15407,Not Available
15408,Available
15409,Available
15410,Not Available
15411,Available
15412,Available
15413,Nil
15414,Not Available
15415,Available
15416,Available
15417,Not Available
15418,Available
15419,Not Available
15420,Not Available
15421,Available
15422,Available
15423,Available
15424,Not Available
15425,Not Available
15426,Not Available
15427,Available
15428,Not Available
15429,Not Available
15430,Not Available
15431,Available
15432,Not Available
15433,Available
15434,Available
15435,Not Available
15436,Available
15437,Available
15438,Available
15439,Not Available
15440,Available
15441,Available
15442,Not Available
15443,Not Available
15444,Not Available
15445,Not Available
15446,Not Available
15447,Not Available
15448,Not Available
15449,Available
15450,Available
15451,Not Available
15452,Not Available
15453,Not Available
15454,Available
15455,Not Available
15456,Not Available
15457,Available
15458,Not Available
15459,Not Available
15460,Not Available
15461,075850107
15462,Available
15463,Available
15464,Not Available
15465,Available
15466,Not Available
15467,Not Available
15468,Not Available
15469,Not Available
15470,Available
15471,Available
15472,Available
15473,Not Available
15474,Not Available
15475,Not Available
15476,075850036
15477,Not Available
15478,Available
15479,Available
15480,Available
15481,Available
15482,Available
15483,Not Available
15484,Available
15485,Available
15486,Available
15487,Available
15488,Not Available
15489,Available
15490,Available
15491,Not Available
15492,Available
15493,Not Available
15494,Not Available
15495,Available
15496,075940018
15497,Available
15498,Not Available
15499,Not Available
15500,Not Available
15501,Available
15502,Available
15503,075870024
15504,Available
15505,Available
15506,Not Available
15507,Not Available
15508,Available
15509,Not Available
15510,Not Available
15511,Not Available
15512,Not Available
15513,Available
15514,Not Available
15515,Available
15516,Not Available
15517,Not Available
15518,Not Available
15519,Not Available
15520,Not Available
15521,Not Available
15522,Available
15523,Not Available
15524,Available
15525,Available
15526,Available
15527,Not Available
15528,Available
15529,Not Available
15530,Not Available
15531,Available
15532,Available
15533,Not Available
15534,Not Available
15535,Not Available
15536,Not Available
15537,Available
15538,Not Available
15539,Not Available
15540,Available
15541,Available
15542,Available
15543,Not Available
15544,Not Available
15545,Not Available
15546,Not Available
15547,Not Available
15548,Not Available
15549,Available
15550,Not Available
15551,Available
15552,Available
15553,Not Available
15554,Not Available
15555,Not Available
15556,Not Available
15557,Not Available
15558,Available
15559,Not Available
15560,Not Available
15561,Not Available
15562,Not Available
15563,Not Available
15564,Not Available
15565,Not Available
15566,Not Available
15567,Not Available
15568,Not Available
15569,Not Available
15570,Available
15571,Not Available
15572,Not Available
15573,Not Available
15574,Available
15575,Not Available
15576,Available
15577,Not Available
15578,076060080
15579,Available
15580,Not Available
15581,Not Available
15582,Not Available
15583,Not Available
15584,Not Available
15585,no
15586,Available
15587,Not Available
15588,Available
15589,Not Available
15590,075910011
15591,075960064
15592,075940354
15593,076030261
15594,076030224
15595,075820363
15596,076050048
15597,Nil
15598,No
15599,Yes Offtaind
15600,076040326
15601,NIL
15602,075850157
15603,076040384
15604,076040384
15605,nil
15606,075950052
15607,075960074
15608,0760 70005
15609,0 7 6 0 5 0 0 6 7
15610,0760 70005
15611,057890390 04 02 2009
15612,Nil
15613,076100063
15614,Nill
15615,076040399
15616,076080007
15617,No
15618,075980144
15619,075900008
15620,Applied
15621,075940424
15622,nil
15623,No
15624,075850192
15625,075900899
15626,076110014
15627,nil
15628,076020077
15629,yes
15630,nil
15631,075901165
15632,nil
15633,UNDER PROCESS
15634,Nil
15635,075940042
15636,076040070
15637,No
15638,075900922 dated 04.08.200
15639,Nil
15640,075901170
15641,076030102
15642,no
15643,Nil
15644,075820317
15645,076100061
15646,076080137
15647,nil
15648,076080137
15649,076020040
15650,applied
15651,076000088
15652,075820369
15653,075940327
15654,075850243
15655,Nil
15656,Nil
15657,Nil
15658,075940568
15659,nil
15660,075850188
15661,075980201
15662,075890282
15663,076040043
15664,076040232
15665,No
15666,076020041
15667,075890441
15668,076100034
15669,075940519
15670,075890441
15671,076060047
15672,076060047
15673,075850173
15674,075960086
15675,075820343
15676,nil
15677,075820343
15678,075820343
15679,075980021
15680,Nil
15681,075820155
15682,076110012
15683,075870042
15684,076110030/23-04-2008
15685,075920007
15686,075880004
15687,076000079
15688,Yes
15689,075890237
15690,075890400
15691,NO
15692,076080101
15693,Applied
15694,Nil
15695,075901275
15696,076050081
15697,076060060
15698,07594093
15699,075900708
15700,075960077
15701,075990088
15702,no
15703,075980233
15704,075820256
15705,nil
15706,076080089
15707,076040183
15708,076080089
15709,076040372
15710,0758400291
15711,yes 075840029
15712,075940406
15713,APPLIED
15714,075940286
15715,075840030
15716,075900847
15717,075960037
15718,075980221
15719,076010081
15720,-
15721,075920003
15722,076030145
15723,076030145
15724,Under processing
15725,hil
15726,Applied
15727,12 A 80 G
15728,076110028
15729,076040371
15730,nil
15731,075930020
15732,075950028
15733,076010091
15734,075900663
15735,NA
15736,076090011
15737,075900909
15738,076040299
15739,075940132
15740,075960147
15741,075940539
15742,applied
15743,075890153
15744,075840044
15745,nil
15746,075960017
15747,076030331
15748,075970106
15749,075890226 on 22-12-1997
15750,applied
15751,075900578
15752,075900578
15753,075890226 dated 22-12-199
15754,Yet to be applied
15755,075890312
15756,076080003
15757,076040259
15758,076020035
15759,075890169
15760,076040206
15761,075890337
15762,YES
15763,076000026
15764,076060065
15765,076040056
15766,076060065
15767,Applied
15768,076030316
15769,076030316
15770,Nil
15771,no
15772,nil
15773,076010146
15774,075840045
15775,No
15776,NIL
15777,-
15778,075900410 dt.13.06.1986
15779,-
15780,nil
15781,Applayed
15782,075940284
15783,076040378
15784,NIL
15785,075960130
15786,075970120
15787,Nil
15788,075870043
15789,076040224
15790,075901061 Educational Soc
15791,075950044
15792,075901060
15793,075900984
15794,075940154
15795,12A 80G
15796,Nil
15797,NO
15798,075940177
15799,075940177
15800,075970079
15801,075970079
15802,075890183
15803,APPLIED
15804,075910015
15805,NO
15806,No
15807,075890373
15808,APPLIED
15809,075900146
15810,Nil
15811,076050046
15812,075940470
15813,075820251
15814,075960087
15815,Nil
15816,Nil
15817,075960087
15818,NO
15819,NOT REGISTERED
15820,applied
15821,NO
15822,NA
15823,075960137
15824,NA
15825,nil
15826,076020058
15827,NA
15828,Applied
15829,075900133
15830,Nil
15831,075960146
15832,No
15833,076040413
15834,-
15835,not registered
15836,80G NO-102/47/CIT/11/06/0
15837,075890354
15838,076080103
15839,APPLIED
15840,076040026
15841,076060049
15842,076110004
15843,Not applied
15844,076010112
15845,076010018
15846,NO
15847,076010128
15848,076040144/18.12.1992
15849,075900970
15850,075930035
15851,00
15852,076030104
15853,076060069
15854,076060069
15855,075890219
15856,NIL
15857,07590101
15858,nil
15859,075960015
15860,075901369
15861,075901114
15862,076010194
15863,12A
15864,Yes
15865,075890198
15866,07601060
15867,000000000
15868,Nil
15869,Nil
15870,075980058
15871,NIL
15872,075900039
15873,075930028
15874,075890145
15875,Nil
15876,APPLIED
15877,075950041
15878,Nil
15879,076080144
15880,075940509
15881,NO
15882,075940528
15883,075920011
15884,NO:II/21022/58(27)(075940
15885,NA
15886,applied
15887,076030237
15888,075900546
15889,075901291
15890,no
15891,075900576
15892,yes No 075900846
15893,075940515
15894,075940100
15895,076040143
15896,075850252
15897,076060059
15898,NONE
15899,075840038
15900,076010074
15901,076110007
15902,075940018
15903,075940391
15904,075940278
15905,75910010
15906,075820149
15907,075900362
15908,Have a Prior Permission o
15909,075840043
15910,075890303
15911,075890249
15912,076060029
15913,075890188
15914,075890126
15915,075820216
15916,Nil
15917,075901151
15918,175840094
15919,075980070
15920,075990086
15921,yes(copy enclosed)
15922,nil
15923,075940421
15924,076040155
15925,76010113
15926,075820202
15927,076010156
15928,NO
15929,-
15930,075901231
15931,075940562
15932,NIL
15933,076030301
15934,Nil
15935,076030107
15936,075940371
15937,075900180
15938,NIL
15939,Nil
15940,076080013
15941,nil
15942,No
15943,F.no.II/21022/94(0336-01)
15944,075820308
15945,076080079
15946,no
15947,075820308
15948,075940182
15949,07 5900 188
15950,076030242
15951,075960101
15952,no
15953,075980239
15954,075820225
15955,Nil
15956,075860004
15957,076010153
15958,076080076
15959,Nil
15960,075890291
15961,076000167
15962,076080066
15963,NIL
15964,075940364
15965,075901250
15966,na
15967,075980269
15968,083970031
15969,075930023
15970,no
15971,No
15972,076080064
15973,076040197
15974,076060051
15975,No.II/21022/67(0389)/1985
